"Sr.","Stock Name","Symbol","close","%_change","volume","sector","industry2","marketcapname","Add Column"
2064,"Creative Eye Limited","CREATIVEYE","6.19","-1.12%","5,749","media","entertainment / electronic media software","smallcap",""
2065,"Caplin Point Laboratories Limited","CAPLIPOINT","2,835.1","-1.13%","1,81,149","healthcare","pharmaceuticals - indian - formulations","largecap",""
2066,"Cholamandalam Investment And Finance Company Limited","CHOLAFIN","1,662.7","-1.13%","28,78,656","financials","finance & investments","largecap",""
2067,"GNG Electronics Ltd","EBGNG","669","-1.13%","4,33,643","services","trading","midcap",""
2068,"Eureka Forbes Ltd","EUREKAFORB","370.85","-1.13%","2,20,304","consumer discretionary","domestic appliances","midcap",""
2069,"Career Point Edutech Ltd","CPEDU","177.14","-1.13%","1,982","services","miscellaneous","smallcap",""
2070,"Websol Energy System Limited","WEBELSOLAR","73.23","-1.13%","12,67,143","industrials","electric equipment","smallcap",""
2071,"Trent Limited","TRENT","2,669.3","-1.14%","10,54,993","consumer discretionary","trading","largecap",""
2072,"Rossell Techsys Ltd","ROSSTECH","1,402.7","-1.14%","1,32,626","aerospace & defence","engineering","midcap",""
2073,"Sanathan Textiles Ltd","SANATHAN","523.2","-1.14%","1,89,507","textiles","textiles - cotton/blended","smallcap",""
2074,"Nmdc Limited","NMDC","79.9","-1.14%","1,10,80,041","metals & mining","mining / minerals / metals","largecap",""
2075,"Ortel Communications Limited","ORTEL","1.74","-1.14%","13,800","media","entertainment / electronic media software","smallcap",""
2076,"Safari Industries (India) Ltd","SAFARI","1,464.2","-1.15%","44,195","plastic products","moulded luggage","midcap",""
2077,"Indo Count Industries Limited","ICIL","445.75","-1.15%","2,97,727","textiles","textiles - cotton/blended","midcap",""
2078,"Arisinfra Solutions Ltd","ARIS","140.29","-1.15%","5,13,723","services","trading","smallcap",""
2079,"Tube Investments of India Ltd","TIINDIA","2,511.1","-1.16%","78,988","industrials","steel - large","largecap",""
2080,"Action Construction Equipment Limited","ACE","1,226.6","-1.16%","1,84,368","industrials","engineering","midcap",""
2081,"SBI Cards & Payment Services Ltd","SBICARD","611.2","-1.16%","13,10,548","financials","finance & investments","largecap",""
2082,"Sahyadri Industries Ltd","SAHYADRI","362.6","-1.16%","5,630","building materials","cement products","smallcap",""
2083,"Dhunseri Tea & Industries Limited","DTIL","140.35","-1.16%","645","fmcg","tea","smallcap",""
2084,"Dredging Corporation Of India Limited","DREDGECORP","984.8","-1.17%","91,938","miscellaneous","miscellaneous","smallcap",""
2085,"Karma Energy Limited","KARMAENG","38.97","-1.17%","2,146","power & utilities","power generation and supply","smallcap",""
2086,"Greenlam Industries Limited","GREENLAM","224.32","-1.18%","82,357","building materials","miscellaneous","midcap",""
2087,"Motherson Sumi Wiring India Ltd","MSUMI","34.29","-1.18%","1,11,96,717","auto","auto ancillaries","largecap",""
2088,"Groww Nifty 500 Low Volatility 50 ETF","GROWWLOVOL","10.06","-1.18%","6,778","indices","indices","smallcap",""
2089,"Aster DM Healthcare Ltd","ASTERDM","759.4","-1.2%","12,51,211","healthcare","healthcare","largecap",""
2090,"Rites Ltd","RITES","199.31","-1.2%","3,42,582","miscellaneous","miscellaneous","midcap",""
2091,"Vertoz Ltd","VERTOZ","36.29","-1.2%","26,721","i.t","computers - software - medium / small","smallcap",""
2092,"Apollo Sindoori Hotels Limited","APOLSINHOT","1,202.4","-1.21%","1,289","services","hotels","smallcap",""
2093,"Sheela Foam Limited","SFL","634.6","-1.21%","1,05,699","consumer discretionary","miscellaneous","midcap",""
2094,"Abans Financial Services Ltd","AFSL","201","-1.21%","4,255","financials","finance & investments","smallcap",""
2095,"Suraj Ltd","SURAJLTD","198.08","-1.21%","97","metals & mining","steel - medium / small","smallcap",""
2096,"Dalmia Bharat Limited","DALBHARAT","1,700.2","-1.22%","2,54,282","building materials","cement - south india","largecap",""
2097,"Vishnu Prakash R Punglia Ltd","VPRPL","32.5","-1.22%","2,25,414","realty","construction","smallcap",""
2098,"Steel Exchange India Ltd","STEELXIND","11.29","-1.22%","90,72,805","metals & mining","steel - medium / small","smallcap",""
2099,"Doms Industries Ltd","DOMS","2,083","-1.23%","13,623","miscellaneous","printing & stationery","midcap",""
2100,"Eris Lifesciences Ltd","ERIS","1,258.9","-1.23%","30,256","healthcare","pharmaceuticals - indian - formulations","midcap",""
2101,"R K Swamy Ltd","RKSWAMY","90.59","-1.23%","24,773","media","miscellaneous","smallcap",""
2102,"Ht Media Limited","HTMEDIA","24.06","-1.23%","92,225","media","entertainment / electronic media software","smallcap",""
2103,"CreditAccess Grameen Ltd","CREDITACC","1,298.8","-1.24%","1,09,014","financials","finance & investments","largecap",""
2104,"Eveready Industries India Limited","EVEREADY","322","-1.24%","48,301","industrials","dry cells","smallcap",""
2105,"Thirumalai Chemicals Limited","TIRUMALCHM","160.93","-1.24%","2,52,816","chemicals","chemicals","smallcap",""
2106,"Plaza Wires Ltd","PLAZACABLE","59.94","-1.24%","35,030","industrials","cables - power","smallcap",""
2107,"Generic Engineering Construction & Projects Ltd","GENCON","38.17","-1.24%","2,68,643","realty","construction","smallcap",""
2108,"Biocon Limited","BIOCON","382.15","-1.25%","26,94,397","healthcare","pharmaceuticals - indian - bulk drugs & formln","largecap",""
2109,"Skm Egg Products Export (india) Limited","SKMEGGPROD","220.4","-1.25%","1,30,288","fmcg","food - processing - indian","smallcap",""
2110,"UTI Nifty 5 yr Benchmark G-Sec ETF","GILT5BETA","65.66","-1.25%","614","indices","indices","smallcap",""
2111,"Krebs Biochemicals And Industries Limited","KREBSBIO","56.94","-1.25%","2,532","healthcare","pharmaceuticals - indian - bulk drugs","smallcap",""
2112,"Dhanlaxmi Bank Limited","DHANBANK","29.31","-1.25%","2,39,224","bank","banks - private sector","smallcap",""
2113,"Kirloskar Oil Engines Limited","KIRLOSENG","2,137.2","-1.26%","1,66,543","industrials","engines","largecap",""
2114,"Sarda Energy & Minerals Limited","SARDAEN","493.15","-1.26%","2,50,490","metals & mining","steel - medium / small","midcap",""
2115,"Everest Industries Limited","EVERESTIND","426.3","-1.26%","4,610","building materials","cement products","smallcap",""
2116,"UTI Nifty IT ETF","ITBETA","296.55","-1.26%","1,387","indices","indices","smallcap",""
2117,"Platinum Industries Ltd","PLATIND","210.64","-1.26%","57,233","chemicals","chemicals","smallcap",""
2118,"Embassy Development Limited","EMBDL","58.07","-1.26%","25,95,396","realty","construction","midcap",""
2119,"Reliance Industrial Infrastructure Limited","RIIL","694.55","-1.27%","47,746","transportation","miscellaneous","smallcap",""
2120,"Dpsc Limited","DPSCLTD","6.97","-1.27%","1,13,088","power & utilities","power generation and supply","smallcap",""
2121,"Dreamfolks Services Ltd","DREAMFOLKS","63.31","-1.28%","35,192","miscellaneous","miscellaneous","smallcap",""
2122,"Seya Industries Ltd","SEYAIND","13.87","-1.28%","20,788","chemicals","chemicals","smallcap",""
2123,"Finolex Cables Limited","FINCABLES","1,460.9","-1.29%","5,01,380","industrials","cables - power","largecap",""
2124,"Gandhi Special Tubes Limited","GANDHITUBE","966.5","-1.29%","7,495","metals & mining","steel - medium / small","smallcap",""
2125,"ITC Hotels Ltd","ITCHOTELS","161.9","-1.29%","12,53,849","services","hotels","largecap",""
2126,"Yatra Online Ltd","YATRA","103.84","-1.29%","7,99,222","i.t","travel agencies","smallcap",""
2127,"Lancor Holdings Ltd","LANCORHOL","33.59","-1.29%","60,196","realty","construction","smallcap",""
2128,"Astrazeneca Pharma India Limited","ASTRAZEN","6,505","-1.3%","6,164","healthcare","pharmaceuticals - multinational","midcap",""
2129,"Bharat Dynamics Ltd","BDL","1,140","-1.3%","9,36,577","aerospace & defence","engineering","largecap",""
2130,"Tamilnad Mercantile Bank Ltd","TMB","881.9","-1.3%","1,18,477","bank","banks - private sector","midcap",""
2131,"Tata Chemicals Limited","TATACHEM","643.75","-1.3%","11,31,484","chemicals","chemicals","midcap",""
2132,"Indraprastha Medical Corporation Limited","INDRAMEDCO","365.7","-1.3%","3,79,626","healthcare","healthcare","smallcap",""
2133,"Birlasoft Ltd","BSOFT","274.05","-1.31%","8,74,041","i.t","computers - software - medium / small","midcap",""
2134,"Oil & Natural Gas Corporation Limited","ONGC","235.86","-1.31%","50,66,494","energy","oil drilling / allied services","largecap",""
2135,"Harrisons  Malayalam Limited","HARRMALAYA","172.59","-1.31%","9,942","fmcg","miscellaneous","smallcap",""
2136,"Tv Today Network Limited","TVTODAY","106.36","-1.31%","11,374","media","entertainment / electronic media software","smallcap",""
2137,"Handson Global Management (HGM) Ltd","HGM","42.18","-1.31%","1,370","i.t","computers - software - medium / small","smallcap",""
2138,"Ipca Laboratories Limited","IPCALAB","1,970.8","-1.32%","2,63,825","healthcare","pharmaceuticals - indian - bulk drugs & formln","largecap",""
2139,"Gravita India Limited","GRAVITA","1,495.4","-1.32%","2,66,305","metals & mining","mining / minerals / metals","midcap",""
2140,"Softtech Engineers Ltd","SOFTTECH","479.8","-1.32%","5,218","i.t","computers - software - medium / small","smallcap",""
2141,"Lyka Labs Limited","LYKALABS","85.85","-1.32%","3,962","healthcare","pharmaceuticals - indian - bulk drugs & formln","smallcap",""
2142,"Inox Green Energy Services Ltd","INOXGREEN","172.32","-1.33%","9,75,212","miscellaneous","miscellaneous","midcap",""
2143,"Indo Thai Securities Limited","INDOTHAI","31.86","-1.33%","12,05,309","financials","finance & investments","smallcap",""
2144,"Ventive Hospitality Ltd","VENTIVE","565.05","-1.34%","13,304","services","hotels","midcap",""
2145,"Coffee Day Enterprises Limited","COFFEEDAY","30.29","-1.34%","4,97,297","consumer discretionary","hotels","smallcap",""
2146,"Repco Home Finance Limited","REPCOHOME","347.7","-1.35%","66,626","financials","finance - housing","smallcap",""
2147,"Global Vectra Helicorp Limited","GLOBALVECT","134.06","-1.35%","4,099","transportation","transport - airlines","smallcap",""
2148,"Swan Defence and Heavy Industries Ltd","SWANDEF","2,679.7","-1.36%","12,520","transportation","miscellaneous","midcap",""
2149,"Anthem Biosciences Ltd","ANTHEM","873.6","-1.36%","3,73,411","healthcare","pharmaceuticals - indian - bulk drugs & formln","largecap",""
2150,"Aditya Vision Ltd","AVL","619.5","-1.36%","1,09,489","consumer discretionary","trading","midcap",""
2151,"Fdc Limited","FDC","341","-1.36%","1,11,248","healthcare","pharmaceuticals - indian - bulk drugs & formln","midcap",""
2152,"Indo-national Limited","NIPPOBATRY","320.15","-1.36%","1,563","industrials","dry cells","smallcap",""
2153,"Poddar Pigments Limited","PODDARMENT","271.4","-1.36%","2,454","chemicals","dyes and pigments","smallcap",""
2154,"Bigbloc Construction Limited","BIGBLOC","40.01","-1.36%","38,486","building materials","cement products","smallcap",""
2155,"Surana Solar Limited","SURANASOL","25.3","-1.36%","17,041","industrials","electric equipment","smallcap",""
2156,"Housing Development And Infrastructure Limited","HDIL","1.45","-1.36%","1,33,080","realty","construction","smallcap",""
2157,"Ttk Healthcare Limited","TTKHLTCARE","1,031.1","-1.37%","12,141","miscellaneous","diversified - medium / small","smallcap",""
2158,"S. P. Apparels Limited","SPAL","965.6","-1.37%","44,966","readymade garments/apparels","textiles - products","smallcap",""
2159,"Brigade Enterprises Limited","BRIGADE","597.9","-1.37%","2,42,813","realty","construction","midcap",""
2160,"Indus Towers Ltd (Bharti Infratel)","INDUSTOWER","374.65","-1.37%","29,52,516","telecom","transmisson line towers / equipment","largecap",""
2161,"Gokul Agro Resources Limited","GOKULAGRO","221.89","-1.37%","1,74,168","fmcg","solvent extraction","midcap",""
2162,"Dev Information Technology Ltd","DEVIT","22.28","-1.37%","52,336","i.t","computers - software - medium / small","smallcap",""
2163,"Sundrop Brands Ltd","SUNDROP","745.75","-1.38%","11,595","fmcg","food - processing - indian","smallcap",""
2164,"V-guard Industries Limited","VGUARD","304.35","-1.38%","3,13,680","industrials","electric equipment","midcap",""
2165,"Dhunseri Ventures Ltd","DVL","289.75","-1.38%","17,348","services","trading","smallcap",""
2166,"Enviro Infra Engineers Ltd","EIEL","198.85","-1.38%","10,33,739","realty","engineering - turnkey services","smallcap",""
2167,"Century Extrusions Limited","CENTEXT","18.56","-1.38%","1,08,079","metals & mining","aluminium and aluminium products","smallcap",""
2168,"Khandwala Securities Limited","KHANDSE","17.82","-1.38%","2,115","financials","finance & investments","smallcap",""
2169,"Kennametal India Ltd","KENNAMET","4,207.2","-1.39%","26,620","castings, forgings & fasteners","castings & forgings","midcap",""
2170,"Carborundum Universal Limited","CARBORUNIV","1,278.5","-1.39%","3,56,177","industrials","abrasives and grinding wheels","largecap",""
2171,"DEE Development Engineers Ltd","DEEDEV","666.2","-1.39%","1,30,551","metals & mining","steel - medium / small","midcap",""
2172,"Arvind Smartspaces Limited","ARVSMART","614.05","-1.4%","96,516","realty","construction","smallcap",""
2173,"Saksoft Limited","SAKSOFT","141.52","-1.4%","1,15,426","i.t","computers - software - medium / small","smallcap",""
2174,"KRN Heat Exchanger and Refrigeration Ltd","KRN","1,381.8","-1.41%","1,80,039","industrials","engineering","midcap",""
2175,"Infosys Limited","INFY","1,000.2","-1.41%","1,02,40,700","i.t","computers - software - large","largecap",""
2176,"Madhucon Projects Limited","MADHUCON","4.19","-1.41%","60,505","realty","construction","smallcap",""
2177,"Oracle Financial Services Software Limited","OFSS","10,770","-1.42%","5,45,314","i.t","computers - software - large","largecap",""
2178,"Moil Limited","MOIL","241.88","-1.43%","3,04,344","metals & mining","mining / minerals / metals","smallcap",""
2179,"R.p.p. Infra Projects Limited","RPPINFRA","53.63","-1.43%","57,550","realty","construction","smallcap",""
2180,"Jain Irrigation Systems Limited","JISLDVREQS","19.85","-1.44%","13,264","plastic products","plastics products","smallcap",""
2181,"Icra Limited","ICRA","4,377.9","-1.46%","24,469","financials","miscellaneous","smallcap",""
2182,"Tejas Networks Ltd","TEJASNET","503.85","-1.46%","8,93,736","telecom","telecommunications - equipment","midcap",""
2183,"Senco Gold Ltd","SENCO","331.1","-1.46%","6,81,767","consumer discretionary","diamond cutting / jewellery","midcap",""
2184,"Capital Trust Ltd.","CAPTRUST","18.72","-1.47%","15,533","financials","finance & investments","smallcap",""
2185,"ICICI Lombard General Insurance Company Ltd","ICICIGI","1,553.7","-1.48%","8,50,179","financials","finance & investments","largecap",""
2186,"Suyog Telematics Ltd","SUYOG","650.4","-1.48%","12,753","telecom","transmisson line towers / equipment","smallcap",""
2187,"United Breweries Limited","UBL","1,251.3","-1.49%","1,68,060","fmcg","breweries & distilleries","largecap",""
2188,"Strides Shasun Limited","STAR","1,184.9","-1.49%","1,43,012","healthcare","pharmaceuticals - indian - bulk drugs & formln","midcap",""
2189,"Digitide Solutions Ltd","DIGITIDE","78.57","-1.49%","2,69,246","i.t","computers - software - medium / small","smallcap",""
2190,"Total Transport Systems Ltd","TOTAL","70.86","-1.49%","5,212","transportation","miscellaneous","smallcap",""
2191,"Mirae Asset Nifty India Internet ETF","INTERNET","13.93","-1.49%","4,50,393","indices","indices","smallcap",""
2192,"Anmol India Ltd","ANMOL","13.25","-1.49%","25,631","services","trading","smallcap",""
2193,"Panama Petrochem Limited","PANAMAPET","473.4","-1.5%","73,939","energy","petrochemicals","smallcap",""
2194,"Chalet Hotels Ltd","CHALET","881.35","-1.51%","71,076","services","hotels","midcap",""
2195,"Universal Cables Limited","UNIVCABLES","1,494","-1.52%","69,934","industrials","cables - power","midcap",""
2196,"Roto Pumps Ltd","ROTO","62.8","-1.52%","3,88,024","industrials","pumps","smallcap",""
2197,"Maharashtra Scooters Limited","MAHSCOOTER","13,052","-1.53%","3,959","financials","finance & investments","midcap",""
2198,"We Win Ltd","WEWIN","48.26","-1.53%","2,296","n/a","indices","smallcap",""
