"Sr.","Stock Name","Symbol","close","%_change","volume","sector","industry2","marketcapname","Add Column"
435,"Snowman Logistics Limited","SNOWMAN","34.91","1.51%","1,41,817","transportation","miscellaneous","smallcap",""
436,"Indo Amines Ltd","INDOAMIN","136.5","1.5%","67,910","chemicals","chemicals","smallcap",""
437,"Zodiac Clothing Company Limited","ZODIACLOTH","70.27","1.5%","2,226","readymade garments/apparels","textiles - products","smallcap",""
438,"Beardsell Limited","BEARDSELL","24.47","1.49%","8,623","plastic products","plastics products","smallcap",""
439,"Krishana Phoschem Ltd","KRISHANA","187.24","1.48%","3,56,024","chemicals","fertilizers","smallcap",""
440,"Techno Electric & Engineering Company Ltd","TECHNOE","1,006.2","1.47%","1,04,359","realty","engineering - turnkey services","midcap",""
441,"Monte Carlo Fashions Limited","MONTECARLO","524.1","1.47%","28,282","textiles","textiles - products","smallcap",""
442,"Sicagen India Limited","SICAGEN","53.13","1.47%","10,821","services","trading","smallcap",""
443,"RattanIndia Enterprises Ltd","RTNINDIA","26.96","1.47%","9,23,840","financials","finance & investments","smallcap",""
444,"Shyam Telecom Limited","SHYAMTEL","11.07","1.47%","726","services","trading","smallcap",""
445,"Sri Havisha Hospitality & Infrastructure Ltd","HAVISHA","1.38","1.47%","32,071","services","hotels","smallcap",""
446,"Navin Fluorine International Limited","NAVINFLUOR","8,584.5","1.46%","1,07,462","chemicals","chemicals","largecap",""
447,"Baazar Style Retail Ltd","STYLEBAAZA","375.8","1.46%","6,25,952","consumer discretionary","trading","smallcap",""
448,"KALPATARU","KALPATARU","281.85","1.46%","1,28,997","realty","construction","midcap",""
449,"Gulf Oil Lubricants India Limited","GULFOILLUB","1,106.6","1.45%","59,678","chemicals","chemicals","midcap",""
450,"Authum Investment & Infrastructure Ltd","AIIL","559.6","1.45%","3,38,399","financials","finance & investments","largecap",""
451,"Hindustan Composites Limited","HINDCOMPOS","387.35","1.45%","2,085","miscellaneous","diversified - medium / small","smallcap",""
452,"Force Motors Ltd","FORCEMOT","17,388","1.44%","64,737","auto","automobiles - lcvs / hcvs","largecap",""
453,"Tega Industries Ltd","TEGA","2,091.6","1.44%","2,61,282","industrials","engineering","midcap",""
454,"Ganesha Ecosphere Limited","GANECOS","1,028.6","1.44%","48,026","textiles","textiles - manmade","smallcap",""
455,"Rudrabhishek Enterprises Ltd","REPL","61.49","1.44%","3,682","miscellaneous","miscellaneous","smallcap",""
456,"Hcl Infosystems Limited","HCL-INSYS","10.57","1.44%","1,50,513","i.t","computers - hardware","smallcap",""
457,"Wendt (india) Limited","WENDT","8,646","1.41%","7,895","industrials","abrasives and grinding wheels","smallcap",""
458,"Star Health & Allied Insurance Company Ltd","STARHEALTH","558.15","1.41%","12,80,937","financials","finance & investments","largecap",""
459,"International Conveyors Ltd","INTLCONV","81.17","1.41%","56,540","fmcg","miscellaneous","smallcap",""
460,"Kalyani Investment Company Limited","KICL","5,009.5","1.4%","855","financials","finance & investments","smallcap",""
461,"Astec Lifesciences Limited","ASTEC","739","1.4%","1,14,860","chemicals","pesticides / agrochemicals - indian","smallcap",""
462,"Walchandnagar Industries Limited","WALCHANNAG","210.99","1.4%","4,63,868","industrials","engineering","smallcap",""
463,"Valiant Laboratories Ltd","VALIANTLAB","124.87","1.4%","62,693","healthcare","pharmaceuticals - indian - bulk drugs & formln","smallcap",""
464,"Sikko Industries Ltd","SIKKO","6.51","1.4%","13,28,718","chemicals","pesticides / agrochemicals - indian","smallcap",""
465,"Cheviot Company Ltd","CHEVIOT","1,182.8","1.39%","3,044","textiles","textiles - jute - yarn / products","smallcap",""
466,"Sky Gold Ltd","SKYGOLD","793.55","1.39%","3,09,335","consumer discretionary","diamond cutting / jewellery","midcap",""
467,"MMP Industries Ltd","MMP","460.25","1.39%","37,919","metals & mining","aluminium and aluminium products","smallcap",""
468,"Hpl Electric & Power Limited","HPL","278.15","1.39%","94,501","industrials","electric equipment","smallcap",""
469,"Cupid Limited","CUPID","270","1.39%","1,36,80,181","fmcg","personal care - indian","largecap",""
470,"India Pesticides Ltd","IPL","133.92","1.39%","2,78,960","chemicals","pesticides / agrochemicals - indian","smallcap",""
471,"Niva Bupa Health Insurance Company Ltd","NIVABUPA","77.19","1.39%","11,11,284","financials","finance & investments","midcap",""
472,"HDFC Silver ETF","HDFCSILVER","218.66","1.38%","19,40,902","indices","indices","smallcap",""
473,"RELCNX100","RELCNX100","123.66","1.38%","19,190","n/a","indices","smallcap",""
474,"DSP Silver ETF","SILVERADD","22.04","1.38%","61,58,711","n/a","indices","smallcap",""
475,"Apl Apollo Tubes Limited","APLAPOLLO","2,214.7","1.37%","3,39,098","industrials","steel - large","largecap",""
476,"Aries Agro Limited","ARIES","473.3","1.37%","5,177","chemicals","fertilizers","smallcap",""
477,"Prostarm Info Systems Ltd","PROSTARM","141.17","1.37%","7,98,903","industrials","trading","smallcap",""
478,"Solar Industries India Limited","SOLARINDS","19,745","1.36%","1,20,411","aerospace & defence","chemicals","largecap",""
479,"Can Fin Homes Limited","CANFINHOME","753.25","1.36%","3,52,616","financials","finance - housing","midcap",""
480,"Go Digit General Insurance Ltd","GODIGIT","253.7","1.36%","3,65,201","financials","finance & investments","largecap",""
481,"SBI Silver ETF","SBISILVER","224.28","1.36%","6,69,388","indices","indices","smallcap",""
482,"Modi Rubber Ltd","MODIRUBBER","121.62","1.36%","1,008","miscellaneous","miscellaneous","smallcap",""
483,"Dic India Limited","DICIND","656.5","1.35%","4,187","chemicals","chemicals","smallcap",""
484,"SG Finserve Ltd","SGFIN","609.7","1.35%","1,37,855","financials","finance & investments","smallcap",""
485,"Indian Energy Exchange Ltd","IEX","112.7","1.35%","20,79,348","financials","miscellaneous","midcap",""
486,"Expleo Solutions Ltd","EXPLEOSOL","883.25","1.34%","8,559","i.t","computers - software - medium / small","smallcap",""
487,"UTI Silver ETF","SILVERBETA","220.87","1.34%","3,09,159","indices","indices","smallcap",""
488,"Euro Panel Products Ltd","EUROBOND","150.56","1.34%","2,657","metals & mining","aluminium and aluminium products","smallcap",""
489,"The Investment Trust of India Ltd","THEINVEST","93.86","1.33%","4,243","financials","finance & investments","smallcap",""
490,"Mukka Proteins Ltd","MUKKA","27.4","1.33%","2,10,332","fmcg","food - processing - indian","smallcap",""
491,"Nippon India Silver ETF","SILVERBEES","218.8","1.32%","1,43,22,964","indices","indices","smallcap",""
492,"Tata Silver Exchange Traded Fund","TATSILV","22.21","1.32%","2,81,33,247","indices","indices","smallcap",""
493,"Sportking India Ltd","SPORTKING","213.62","1.31%","1,35,844","textiles","textiles - spinning - synthetic / blended","smallcap",""
494,"Aarey Drugs & Pharmaceuticals Ltd","AAREYDRUGS","101.57","1.31%","1,12,885","healthcare","pharmaceuticals - indian - bulk drugs","smallcap",""
495,"Shemaroo Entertainment Limited","SHEMAROO","124.51","1.3%","22,366","media","entertainment / electronic media software","smallcap",""
496,"Il&fs Investment Managers Limited","IVC","7.8","1.3%","1,57,173","financials","finance & investments","smallcap",""
497,"Adani Green Energy Ltd","ADANIGREEN","1,296.6","1.29%","9,72,126","power & utilities","power generation and supply","largecap",""
498,"Anupam Rasayan India Ltd","ANURAS","1,192.4","1.29%","1,67,982","chemicals","chemicals","midcap",""
499,"Td Power Systems Limited","TDPOWERSYS","751.55","1.29%","10,40,836","industrials","electric equipment","midcap",""
500,"Hemisphere Properties India Ltd","HEMIPROP","120.36","1.29%","2,31,330","realty","construction","smallcap",""
501,"Capital India Finance Ltd","CIFL","22.04","1.29%","84,467","financials","finance & investments","smallcap",""
502,"Mirae Asset Silver ETF","SILVERAG","222.76","1.28%","1,15,426","indices","indices","smallcap",""
503,"Kotak Silver ETF","SILVER1","22.19","1.28%","68,97,794","indices","indices","smallcap",""
504,"Mangalam Organics Ltd","MANORG","458.9","1.27%","3,558","chemicals","chemicals","smallcap",""
505,"India Glycols Limited","INDIAGLYCO","309.9","1.27%","20,54,007","fmcg","breweries & distilleries","smallcap",""
506,"Udayshivakumar Infra Ltd","USK","19.86","1.27%","30,738","realty","construction","smallcap",""
507,"Jindal Stainless Limited","JSL","748.25","1.26%","17,74,357","metals & mining","steel - large","largecap",""
508,"Ravinder Heights Ltd","RVHL","39.32","1.26%","689","realty","construction","smallcap",""
509,"Asian Hotels (north) Limited","ASIANHOTNR","394.35","1.25%","5,905","services","hotels","smallcap",""
510,"Likhitha Infrastructure Ltd","LIKHITHA","230.23","1.25%","35,441","realty","construction","smallcap",""
511,"360 ONE Silver ETF","SILVER360","225.19","1.25%","7,141","indices","indices","smallcap",""
512,"GMR Power & Urban Infra Ltd","GMRP&UI","102.68","1.25%","21,75,028","realty","engineering - turnkey services","midcap",""
513,"Kothari Products Limited","KOTHARIPRO","67.97","1.25%","11,027","services","trading","smallcap",""
514,"Country Condo's Limited","COUNCODOS","6.46","1.25%","18,737","realty","construction","smallcap",""
515,"Sansera Engineering Ltd","SANSERA","4,662.4","1.23%","3,15,334","auto","auto ancillaries","largecap",""
516,"Avenue Supermarts Ltd","DMART","3,834.2","1.23%","2,97,635","consumer discretionary","trading","largecap",""
517,"BirlaNu Ltd","BIRLANU","1,438.8","1.23%","10,226","building materials","cement products","smallcap",""
518,"Zuari Agro Chemicals Limited","ZUARI","221.1","1.23%","67,478","chemicals","fertilizers","smallcap",""
519,"Unicommerce eSolutions Ltd","UNIECOM","83.78","1.23%","5,14,134","i.t","computers - software - medium / small","smallcap",""
520,"Orient Press Limited","ORIENTLTD","80.48","1.23%","555","industrials","packaging","smallcap",""
521,"Torrent Pharmaceuticals Limited","TORNTPHARM","4,988.5","1.22%","3,86,632","healthcare","pharmaceuticals - indian - formulations","largecap",""
522,"Control Print Limited","CONTROLPR","591.8","1.22%","23,882","i.t","computers - hardware","smallcap",""
523,"Hero Motocorp Limited","HEROMOTOCO","5,360","1.21%","2,99,598","auto","automobiles - motorcycles / mopeds","largecap",""
524,"Thermax Limited","THERMAX","3,447.2","1.21%","71,452","industrials","electric equipment","largecap",""
525,"ICICI Prudential Silver ETF","SILVERIETF","228.35","1.21%","19,50,556","indices","indices","smallcap",""
526,"Tpl Plastech Limited","TPLPLASTEH","65.85","1.21%","98,266","industrials","packaging","smallcap",""
527,"The Phoenix Mills Limited","PHOENIXLTD","1,978.4","1.2%","4,63,656","realty","construction","largecap",""
528,"Kaya Limited","KAYA","316.8","1.2%","3,460","healthcare","miscellaneous","smallcap",""
529,"Crown Lifters Ltd","CROWN","119.36","1.2%","9,405","miscellaneous","miscellaneous","smallcap",""
530,"Onida Electronics Ltd","ONIDA","33.68","1.2%","3,03,378","consumer discretionary","electronics - consumer","smallcap",""
531,"Gm Breweries Limited","GMBREW","978.8","1.19%","73,282","fmcg","breweries & distilleries","smallcap",""
532,"Axis Silver ETF","SILVERAXIS","227.3","1.19%","1,83,082","indices","indices","smallcap",""
533,"Rico Auto Industries Limited","RICOAUTO","132.23","1.19%","9,46,822","auto","auto ancillaries","smallcap",""
534,"Sintercom India Ltd","SINTERCOM","77.93","1.19%","3,169","auto","auto ancillaries","smallcap",""
535,"TCPL Packaging Ltd","TCPLPACK","4,106.8","1.18%","9,656","industrials","packaging","smallcap",""
536,"Quality Power Electrical Equipments Ltd","QPOWER","1,517.8","1.18%","1,61,416","industrials","electric equipment","midcap",""
537,"Jubilant Foodworks Limited","JUBLFOOD","484.55","1.18%","9,45,073","consumer discretionary","hotels","largecap",""
538,"Bharat Gears Limited","BHARATGEAR","101.51","1.18%","12,275","auto","auto ancillaries","smallcap",""
539,"JTL Industries Ltd","JTLIND","91.16","1.18%","15,48,897","metals & mining","steel - medium / small","smallcap",""
540,"Zerodha Silver ETF","SILVERCASE","23.18","1.18%","39,53,843","indices","indices","smallcap",""
541,"Sharda Cropchem Limited","SHARDACROP","749.6","1.17%","75,418","chemicals","pesticides / agrochemicals - indian","midcap",""
542,"Dolat Algotech Ltd","DOLATALGO","67.48","1.17%","60,079","financials","finance & investments","smallcap",""
543,"GROWWSLVR","GROWWSLVR","22.4","1.17%","7,48,536","indices","indices","smallcap",""
544,"Viji Finance Limited","VIJIFIN","16.41","1.17%","8,45,633","financials","finance & investments","smallcap",""
545,"Music Broadcast","RADIOCITY","6.05","1.17%","30,851","media","entertainment / electronic media software","smallcap",""
546,"Escorts Kubota Ltd","ESCORTS","2,855.7","1.16%","42,484","auto","automobiles - tractors","largecap",""
547,"Hcl Technologies Limited","HCLTECH","1,258","1.16%","15,68,243","i.t","computers - software - large","largecap",""
548,"Power Grid Corporation Of India Limited","POWERGRID","269.5","1.16%","62,41,140","power & utilities","power generation and supply","largecap",""
549,"Laxmi India Finance Ltd","LAXMIINDIA","122.06","1.16%","2,80,318","financials","finance & investments","smallcap",""
550,"Voltamp Transformers Limited","VOLTAMP","10,709","1.15%","9,587","industrials","electric equipment","midcap",""
551,"Ig Petrochemicals Limited","IGPL","593.15","1.15%","62,045","chemicals","chemicals","smallcap",""
552,"Aditya Birla Sun Life Silver ETF","SILVER","228.33","1.15%","4,76,881","indices","indices","smallcap",""
553,"Oberoi Realty Limited","OBEROIRLTY","1,858.5","1.14%","6,38,248","realty","construction","largecap",""
554,"Motilal Oswal Silver ETF","MOSILVER","226","1.14%","37,324","indices","indices","smallcap",""
555,"Varvee Global Ltd","VGL","67.28","1.14%","42,751","textiles","textiles - cotton/blended","smallcap",""
556,"Transrail Lighting Ltd","TRANSRAILL","469.25","1.13%","6,97,224","realty","engineering - turnkey services","midcap",""
557,"Ashok Leyland Limited","ASHOKLEY","159.08","1.13%","1,02,74,172","auto","automobiles - lcvs / hcvs","largecap",""
558,"Birla Corporation Limited","BIRLACORPN","850.3","1.12%","35,349","building materials","cement - north india","midcap",""
559,"Nitin Spinners Limited","NITINSPIN","612.35","1.12%","23,745","textiles","textiles - cotton/blended","smallcap",""
560,"Nrb Bearing Limited","NRBBEARING","534.8","1.12%","3,55,143","industrials","bearings","midcap",""
561,"Cohance Lifesciences Ltd","COHANCE","459.25","1.12%","5,57,235","healthcare","pharmaceuticals - indian - bulk drugs & formln","midcap",""
562,"Western India Plywoods Ltd","WIPL","168.46","1.12%","314","building materials","miscellaneous","smallcap",""
563,"Supreme Infrastructure India Limited","SUPREMEINF","81.29","1.12%","17,086","realty","engineering - turnkey services","smallcap",""
564,"Murudeshwar Ceramics Limited","MURUDCERA","28.89","1.12%","4,317","building materials","ceramics - tiles / sanitaryware","smallcap",""
565,"DRC Systems India Ltd","DRCSYSTEMS","12.69","1.12%","26,678","i.t","computers - software - medium / small","smallcap",""
566,"LTIMindtree Ltd","LTM","4,083","1.11%","3,02,018","i.t","computers - software - large","largecap",""
567,"Tata Power Company Limited","TATAPOWER","367.5","1.11%","17,27,813","power & utilities","power generation and supply","largecap",""
568,"Incredible Industries Ltd","INCREDIBLE","32.74","1.11%","7,776","metals & mining","steel - medium / small","smallcap",""
569,"Pavna Industries Ltd","PAVNAIND","15.46","1.11%","29,382","auto","auto ancillaries","smallcap",""
570,"Coromandel International Limited","COROMANDEL","1,963.9","1.1%","49,460","chemicals","fertilizers","largecap",""
571,"Arrow Greentech Limited","ARROWGREEN","905.8","1.1%","43,393","plastic products","plastics products","smallcap",""
572,"Vinny Overseas Ltd","VINNY","0.93","1.09%","1,33,335","textiles","textiles - processing","smallcap",""
573,"Rashi Peripherals Ltd","RPTECH","893","1.08%","2,14,767","i.t","trading","midcap",""
574,"Titan Company Limited","TITAN","4,884","1.07%","3,68,677","consumer discretionary","diamond cutting / jewellery","largecap",""
575,"Time Technoplast Limited","TIMETECHNO","181.22","1.07%","20,79,844","plastic products","plastics products","midcap",""
576,"Linc Ltd","LINC","93.23","1.07%","5,802","miscellaneous","printing & stationery","smallcap",""
577,"Celebrity Fashions Limited","CELEBRITY","6.63","1.07%","18,954","readymade garments/apparels","textiles - products","smallcap",""
578,"Shanti Overseas (India) Ltd","SHANTI","5.68","1.07%","10,428","fmcg","food - processing - indian","smallcap",""
579,"Nippon Life India Asset Management Ltd","NAM-INDIA","1,157","1.06%","7,52,030","financials","finance & investments","largecap",""
580,"Igarashi Motors India Limited","IGARASHI","422.8","1.06%","55,573","industrials","electric equipment","smallcap",""
581,"Pansari Developers Ltd","PANSARI","289.95","1.06%","212","realty","construction","smallcap",""
582,"Genesys International Corporation Limited","GENESYS","286.17","1.06%","7,54,157","i.t","computers - software - medium / small","smallcap",""
583,"Welspun Living Ltd","WELSPUNLIV","224.68","1.06%","28,58,135","textiles","textiles - products","largecap",""
584,"Suraj Estate Developers Ltd","SURAJEST","221.75","1.06%","75,687","realty","construction","smallcap",""
585,"Vaishali Pharma Ltd","VAISHALI","8.62","1.06%","54,082","healthcare","pharmaceuticals - indian - bulk drugs & formln","smallcap",""
586,"Bosch Limited","BOSCHLTD","48,250","1.05%","18,852","auto","auto ancillaries","largecap",""
587,"Tanla Solutions Limited","TANLA","494.75","1.05%","2,48,415","i.t","computers - software - medium / small","midcap",""
588,"Kirloskar Ferrous Industries Ltd","KIRLFER","483.2","1.05%","1,46,189","metals & mining","steel - large","midcap",""
589,"Piramal Pharma Ltd","PPLPHARMA","210.31","1.05%","33,61,746","healthcare","pharmaceuticals - indian - bulk drugs & formln","largecap",""
590,"HDFC Nifty 50 Value 20 ETF","HDFCVALUE","121.27","1.05%","23,323","indices","indices","smallcap",""
591,"Mbl Infrastructures Limited","MBLINFRA","21.12","1.05%","87,140","realty","construction","smallcap",""
592,"Hitachi Energy India Ltd","POWERINDIA","31,035","1.04%","1,30,207","industrials","electric equipment","largecap",""
593,"Tips Music Ltd","TIPSMUSIC","668.95","1.04%","2,45,082","media","entertainment / electronic media software","midcap",""
594,"Goldiam International Limited","GOLDIAM","325.05","1.04%","2,56,884","consumer discretionary","diamond cutting / jewellery","smallcap",""
595,"Invesco India Gold ETF","IVZINGOLD","131.4","1.04%","34,807","indices","indices","smallcap",""
596,"Jet Freight Logistics Ltd","JETFREIGHT","21.43","1.04%","1,67,163","transportation","transport - airlines","smallcap",""
597,"Rishabh Instruments Ltd","RISHABH","711.8","1.03%","2,20,502","industrials","electric equipment","smallcap",""
598,"Laxmi Dental Ltd","LAXMIDENTL","199.07","1.03%","64,495","healthcare","healthcare","smallcap",""
599,"Ahlada Engineers Ltd","AHLADA","39.16","1.03%","16,684","metals & mining","steel - medium / small","smallcap",""
600,"Bannari Amman Spinning Mills Limited","BASML","24.51","1.03%","11,906","textiles","textiles - cotton/blended","smallcap",""
601,"Interglobe Aviation Limited","INDIGO","4,940","1.02%","4,08,716","transportation","transport - airlines","largecap",""
602,"AMJ Land Holdings Ltd","AMJLAND","37.7","1.02%","2,920","realty","construction","smallcap",""
603,"Noida Toll Bridge Company Limited","NOIDATOLL","3.96","1.02%","34,452","realty","construction","smallcap",""
604,"BlackBuck Ltd","BLACKBUCK","598.95","1.01%","6,60,012","transportation","miscellaneous","midcap",""
605,"Gocl Corporation Limited","GOCLCORP","384.1","1.01%","1,05,705","miscellaneous","diversified - medium / small","smallcap",""
606,"Aurum Proptech Ltd","AURUM","222.45","1.01%","1,03,745","i.t","computers - software - medium / small","smallcap",""
607,"Ashima Limited","ASHIMASYN","15.96","1.01%","21,790","miscellaneous","diversified - medium / small","smallcap",""
608,"Sona BLW Precision Forgings Ltd","SONACOMS","824.5","1%","31,01,062","auto","auto ancillaries","largecap",""
609,"Maharashtra Seamless Limited","MAHSEAMLES","715.65","1%","2,10,790","metals & mining","steel - medium / small","midcap",""
610,"Arfin India Ltd","ARFIN","90.31","1%","11,24,364","metals & mining","aluminium and aluminium products","smallcap",""
611,"Shivalik Bimetal Controls Ltd","SBCL","1,154.5","0.99%","1,42,912","metals & mining","mining / minerals / metals","midcap",""
612,"Precot Meridian Limited","PRECOT","640.7","0.99%","1,851","textiles","textiles - cotton/blended","smallcap",""
613,"S H Kelkar And Company Limited","SHK","142.36","0.99%","1,22,196","chemicals","chemicals","smallcap",""
614,"Vodafone Idea Ltd","IDEA","14.26","0.99%","30,92,60,435","telecom-service","telecommunications - service provider","largecap",""
615,"Unitech Limited","UNITECH","4.09","0.99%","27,98,979","realty","construction","smallcap",""
616,"The Great Eastern Shipping Company Limited","GESHIP","1,497.2","0.98%","4,54,472","transportation","shipping","largecap",""
617,"Harsha Engineers International Ltd","HARSHA","462.05","0.98%","1,50,621","industrials","engineering","smallcap",""
618,"Narmada Agrobase Ltd","NARMADA","13.37","0.98%","18,44,506","fmcg","miscellaneous","smallcap",""
619,"Shaily Engineering Plastics Ltd","SHAILY","3,142.3","0.97%","76,625","plastic products","plastics products","midcap",""
620,"Indigo Paints Ltd","INDIGOPNTS","1,128.6","0.97%","42,663","building materials","paints / varnishes","midcap",""
621,"Coal India Limited","COALINDIA","426.1","0.97%","47,98,343","metals & mining","mining / minerals / metals","largecap",""
622,"Bella Casa Fashion & Retail Ltd","BELLACASA","274.98","0.97%","14,505","readymade garments/apparels","textiles - products","smallcap",""
623,"Vikas Ecotech Limited","VIKASECO","1.04","0.97%","8,89,394","miscellaneous","diversified - medium / small","smallcap",""
624,"Prakash Industries Limited","PRAKASH","118.81","0.96%","4,64,030","metals & mining","steel - medium / small","smallcap",""
625,"Maheshwari Logistics Ltd","MAHESHWARI","73.4","0.96%","8,472","services","trading","smallcap",""
626,"NIFTYCONSURDURBL","NIFTYCONSURDURBL","38,278.6","0.95%","0","indices","indices","smallcap",""
627,"Vinati Organics Limited","VINATIORGA","1,206.4","0.95%","21,752","chemicals","chemicals","midcap",""
628,"GRM Overseas Ltd","GRMOVER","80.63","0.95%","9,97,560","fmcg","food - processing - indian","smallcap",""
629,"Pashupati Cotspin Ltd","PASHUPATI","79.69","0.95%","2,68,925","textiles","textiles - cotton/blended","smallcap",""
630,"Brightcom Group Ltd","BCG","9.55","0.95%","35,23,610","i.t","computers - software - medium / small","smallcap",""
631,"Gujarat State Fertilizers & Chemicals Limited","GSFC","156.8","0.93%","7,35,930","chemicals","fertilizers","midcap",""
632,"Quantum Gold Fund ETF","QGOLDHALF","124.8","0.93%","1,26,885","indices","indices","smallcap",""
633,"Prism Johnson Ltd","PRSMJOHNSN","116.31","0.93%","2,21,858","building materials","cement - north india","midcap",""
634,"Motilal Oswal 5 Year G-Sec ETF","MOGSEC","65.32","0.93%","18,488","indices","indices","smallcap",""
635,"Siemens Limited","SIEMENS","3,877","0.92%","80,353","industrials","electric equipment","largecap",""
636,"CNXREALTY","CNXREALTY","869.35","0.92%","0","indices","indices","smallcap",""
637,"Hdfc Bank Limited","HDFCBANK","735.6","0.92%","1,98,53,034","bank","banks - private sector","largecap",""
638,"Sandur Manganese & Iron Ores Ltd","SANDUMA","184.79","0.92%","3,37,776","metals & mining","mining / minerals / metals","midcap",""
639,"Speciality Restaurants Limited","SPECIALITY","152.76","0.92%","40,387","services","hotels","smallcap",""
640,"Karur Vysya Bank Limited","KARURVYSYA","327.95","0.91%","12,33,878","bank","banks - private sector","largecap",""
641,"Mufin Green Finance Ltd","MUFIN","133.02","0.91%","4,22,205","financials","finance & investments","smallcap",""
642,"Manaksia Aluminium Company Limited","MANAKALUCO","35.63","0.91%","15,840","metals & mining","aluminium and aluminium products","smallcap",""
643,"Ultratech Cement Limited","ULTRACEMCO","11,155","0.9%","1,91,155","building materials","cement - north india","largecap",""
644,"AAVAS Financiers Ltd","AAVAS","1,267.7","0.9%","49,117","financials","finance - housing","midcap",""
645,"ICICI Prudential Gold ETF","GOLDIETF","129.03","0.9%","53,78,475","indices","indices","smallcap",""
646,"Axis Gold ETF","GOLDAXIS","125.36","0.9%","4,49,418","indices","indices","smallcap",""
647,"Gtl Infrastructure Limited","GTLINFRA","1.12","0.9%","2,67,43,520","telecom","transmisson line towers / equipment","smallcap",""
648,"NIFTYAUTO","NIFTYAUTO","26,967.9","0.89%","0","indices","indices","smallcap",""
649,"Orient Technologies Ltd","ORIENTTECH","237.3","0.89%","1,43,504","i.t","computers - software - medium / small","smallcap",""
650,"LIC MF Gold ETF","LICMFGOLD","135.7","0.89%","16,779","indices","indices","smallcap",""
651,"Shah Alloys Limited","SHAHALLOYS","92.83","0.89%","58,660","metals & mining","steel - medium / small","smallcap",""
652,"Usha Martin Education & Solutions Limited","UMESLTD","4.55","0.89%","21,477","i.t","computers - education","smallcap",""
653,"Lloyds Metals & Energy Ltd","LLOYDSME","1,838","0.88%","3,17,553","metals & mining","mining / minerals / metals","largecap",""
654,"Britannia Industries Limited","BRITANNIA","4,937.5","0.87%","1,07,642","fmcg","food - processing - mnc","largecap",""
655,"Bharat Heavy Electricals Limited","BHEL","418.95","0.87%","68,52,409","industrials","electric equipment","largecap",""
656,"D.P. Abhushan Ltd","DPABHUSHAN","1,417.7","0.86%","19,662","consumer discretionary","diamond cutting / jewellery","smallcap",""
657,"Nestle India Limited","NESTLEIND","1,362.6","0.86%","3,82,857","fmcg","food - processing - mnc","largecap",""
658,"Refex Industries Limited","REFEX","285.8","0.86%","2,30,207","services","trading","smallcap",""
659,"MAS Financial Services Ltd","MASFIN","282.75","0.86%","2,26,045","financials","finance & investments","midcap",""
660,"Kotak Gold ETF","GOLD1","125.72","0.86%","16,08,175","indices","indices","smallcap",""
661,"Umiya Buildcon Ltd","UMIYA-MRO","97.25","0.86%","6,359","telecom","telecommunications - equipment","smallcap",""
662,"The Motor & General Finance Limited","MOTOGENFIN","25.92","0.86%","40,987","realty","miscellaneous","smallcap",""
663,"Jindal Saw Limited","JINDALSAW","285.5","0.85%","12,46,596","industrials","steel - large","midcap",""
664,"SBI Gold ETS","SETFGOLD","128.43","0.85%","48,55,940","indices","indices","smallcap",""
665,"Mahindra EPC Irrigation Ltd","MAHEPC","99.02","0.85%","23,032","plastic products","plastics products","smallcap",""
666,"Centrum Capital Ltd","CENTRUM","21.24","0.85%","4,03,133","financials","finance & investments","smallcap",""
667,"Torrent Power Limited","TORNTPOWER","1,254.6","0.84%","1,20,680","power & utilities","power generation and supply","largecap",""
668,"E2E Networks Ltd","E2E","652.15","0.84%","4,67,742","i.t","computers - software - medium / small","midcap",""
669,"Tgb Banquets And Hotels Limited","TGBHOTELS","9.58","0.84%","14,339","services","hotels","smallcap",""
670,"Gujarat Narmada Valley Fertilizers And Chemicals Limited","GNFC","630.3","0.83%","17,34,397","chemicals","chemicals","midcap",""
671,"Mahindra Lifespace Developers Limited","MAHLIFE","356.85","0.83%","1,55,801","realty","construction","midcap",""
672,"Laxmi Goldorna House Ltd","LGHL","182.99","0.83%","27,844","consumer discretionary","diamond cutting / jewellery","smallcap",""
673,"Groww Nifty EV & New Age Automotive ETF","GROWWEV","31.43","0.83%","4,83,550","indices","indices","smallcap",""
674,"ICICI Prudential Nifty Auto ETF","AUTOIETF","27.93","0.83%","4,29,047","indices","indices","smallcap",""
675,"DSP Gold ETF","GOLDADD","14.62","0.83%","1,13,57,073","indices","indices","smallcap",""
676,"Varun Beverages Limited","VBL","434.8","0.82%","53,65,431","fmcg","food - processing - indian","largecap",""
677,"Balkrishna Industries Limited","BALKRISIND","2,185.3","0.81%","1,14,990","auto","tyres","largecap",""
678,"Senores Pharmaceuticals Ltd","SENORES","1,355.2","0.81%","2,80,996","healthcare","pharmaceuticals - indian - formulations","midcap",""
679,"Religare Enterprises Limited","RELIGARE","242.27","0.81%","4,22,871","financials","finance & investments","midcap",""
680,"Nippon India ETF Gold Bees","GOLDBEES","124.43","0.81%","1,37,01,949","indices","indices","smallcap",""
681,"TVS Holdings Ltd","TVSHLTD","12,601","0.8%","2,997","financials","finance & investments","largecap",""
682,"Kei Industries Limited","KEI","4,673.5","0.8%","1,40,880","industrials","cables - power","largecap",""
683,"Windlas Biotech Ltd","WINDLAS","1,102.55","0.8%","41,768","healthcare","pharmaceuticals - indian - formulations","smallcap",""
684,"Gpt Infraprojects Limited","GPTINFRA","114.43","0.8%","1,24,954","realty","construction","smallcap",""
